player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Michael Wilson,ARI,WR,SF,12.08,,,,,,,,,0.05,0.2,0.0,0.02,4.01,6.89,57.39,0.38,5.74,0.02,,,,,,,
DJ Moore,BUF,WR,LAC,11.7,,,,,,,,,0.43,2.26,0.02,0.23,3.37,6.03,52.53,0.45,5.25,0.02,,,,,,,
Deebo Samuel,SF,WR,ARI,11.27,,,,,,,,,1.02,5.73,0.06,0.57,3.76,5.38,47.87,0.3,4.79,0.02,,,,,,,
Matthew Golden,GB,WR,ATL,11.17,,,,,,,,,0.22,0.99,0.01,0.1,3.99,7.17,52.46,0.3,5.25,0.02,,,,,,,
Josh Downs,IND,WR,HOU,11.15,,,,,,,,,0.11,0.32,0.0,0.03,4.36,6.95,51.44,0.27,5.14,0.02,,,,,,,
DK Metcalf,PIT,WR,CIN,10.93,,,,,,,,,0.15,0.78,0.01,0.08,3.48,6.65,54.21,0.32,5.42,0.01,,,,,,,
Xavier Worthy,KC,WR,MIA,10.71,,,,,,,,,1.16,6.6,0.07,0.66,3.26,5.57,43.11,0.34,4.31,0.02,,,,,,,
Luther Burden,CHI,WR,PHI,10.36,,,,,,,,,0.65,2.94,0.01,0.29,3.86,5.55,52.42,0.15,5.24,0.02,,,,,,,
Rashod Bateman,BAL,WR,DAL,10.32,,,,,,,,,0.06,0.3,0.0,0.03,3.28,5.48,49.86,0.33,4.99,0.01,,,,,,,
Khalil Shakir,BUF,WR,LAC,10.27,,,,,,,,,0.11,0.44,0.0,0.04,4.33,6.04,49.35,0.16,4.94,0.02,,,,,,,
Terry McLaurin,WAS,WR,SEA,10.22,,,,,,,,,0.06,0.21,0.0,0.02,3.62,6.31,52.57,0.22,5.26,0.01,,,,,,,
Courtland Sutton,DEN,WR,LAR,10.14,,,,,,,,,,,,,3.4,5.97,48.4,0.31,4.84,0.01,,,,,,,
Emeka Egbuka,TB,WR,MIN,10.08,,,,,,,,,0.27,0.99,0.01,0.1,3.39,6.9,48.76,0.28,4.88,0.02,,,,,,,
Devaughn Vele,NO,WR,LV,10.04,,,,,,,,,0.05,0.23,0.0,0.02,3.82,5.49,42.54,0.32,4.25,0.02,,,,,,,
Chris Godwin,TB,WR,MIN,9.84,,,,,,,,,0.32,1.45,0.01,0.14,3.77,5.35,42.81,0.26,4.28,0.02,,,,,,,
Denzel Boston,CLE,WR,CAR,9.7,,,,,,,,,0.14,0.68,0.01,0.07,3.15,5.03,43.87,0.34,4.39,0.01,,,,,,,
Stefon Diggs,WAS,WR,SEA,9.58,,,,,,,,,,,,,3.68,5.47,43.88,0.25,4.39,0.01,,,,,,,
Malik Washington,MIA,WR,KC,9.55,,,,,,,,,0.97,4.74,0.05,0.47,3.68,5.65,37.83,0.22,3.78,0.02,,,,,,,
Carnell Tate,TEN,WR,NYG,9.48,,,,,,,,,0.1,0.48,0.0,0.05,3.72,6.46,44.65,0.2,4.47,0.01,,,,,,,
Romeo Doubs,NE,WR,JAX,9.36,,,,,,,,,,,,,3.3,5.32,47.58,0.22,4.76,0.01,,,,,,,
Dontayvion Wicks,PHI,WR,CHI,9.28,,,,,,,,,0.03,0.16,0.0,0.02,3.2,5.04,43.2,0.29,4.32,0.01,,,,,,,
