player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Nick Westbrook-Ikhine,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redd Douglas,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Johnson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ka'Raun White,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kearis Jackson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerreth Sterns,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latreal Jones,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Berrios,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Marshall,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Haydel,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keelan Marion,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Boyd,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAngelo Yancey,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Loyd,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Sanu,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijhah Badger,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrell Williams,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnnie Dixon,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Batson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Shippen,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davion Davis,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keon Hatcher,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micah Wright,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alshon Jeffery,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Hayes,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishmael Zamora,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felton Davis,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey Washington,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky White,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Zuber,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Lewis,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Snead,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Alford,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diontae Spencer,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adonis Jennings,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omari Evans,KC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caullin Lacy,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Mobley,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahlil Lewis,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Moss,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rondale Moore,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.J. Jones,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gio Pascascio,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey Binford,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelton Gibson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marken Michel,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deontay Burnett,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter LeBlanc,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakereon Joyner,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaelon Darden,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Earl,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Mitchell,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Benyard,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Hurd,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Thomas,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Durden,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landon Parker,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Marks,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevion Thompson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyjon Lindsey,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dai'Jean Dixon,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Sims,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thyrick Pitts,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevon Clark,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavin Holmes,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Benson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerand Bradley,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
