player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Nick Jackson,,LB,,,,,,,,,,
Kevin Anderson,,OLB,,,,,,,,,,
Curtis Jacobs,,LB,,,,,,,,,,
Chase Williams,CLE,ILB,,,,,,,,,,
Tobenna Okeke,,OLB,,,,,,,,,,
Anthony Barr,,LB,,,,,,,,,,
Jaylen Moody,,LB,,,,,,,,,,
Darrian Beavers,,LB,,,,,,,,,,
Keishawn Bierria,,ILB,,,,,,,,,,
Isaiah Simmons,CAR,DB,,,,,,,,,,
Yurik Bethune,,DE,,,,,,,,,,
Jamell Garcia-Williams,,LB,,,,,,,,,,
Noah Washington,,LB,,,,,,,,,,
Justin Hilliard,KC,LB,,,,,,,,,,
Justin Barron,DAL,LB,,,,,,,,,,
Shaquille Leonard,,LB,,,,,,,,,,
Wayne Matthews,CHI,LB,,,,,,,,,,
Red Murdock,DEN,LB,,,,,,,,,,
Keonta Jenkins,BUF,LB,,,,,,,,,,
Dante Olson,,LB,,,,,,,,,,
Pernell McPhee,,LB,,,,,,,,,,
Jimmy Ciarlo,,LB,,,,,,,,,,
Elijah Norris,,ILB,,,,,,,,,,
DeMarvion Overshown,DAL,LB,,,,,,,,,,
Cole Christiansen,KC,LB,,,,,,,,,,
Chandler Martin,NYG,LB,,,,,,,,,,
Frank Beltre,,ILB,,,,,,,,,,
Ahmad Thomas,,ILB,,,,,,,,,,
Frank Shannon,,ILB,,,,,,,,,,
David Ojabo,,DL,,,,,,,,,,
Dorian Mausi,TEN,LB,,,,,,,,,,
Jordan Magee,WAS,LB,,,,,,,,,,
Ralen Goforth,,LB,,,,,,,,,,
Henry Coley,,OLB,,,,,,,,,,
Mark Barron,,LB,,,,,,,,,,
Tanner Muse,,LB,,,,,,,,,,
Travez Moore,,LB,,,,,,,,,,
Mychal Kendricks,,LB,,,,,,,,,,
Mike Smith,,LB,,,,,,,,,,
Blake Lynch,,LB,,,,,,,,,,
Tre Watson,,ILB,,,,,,,,,,
Solomon DeShields,,LB,,,,,,,,,,
Jeremiah Gemmel,,LB,,,,,,,,,,
Shaq Lawson,,DE,,,,,,,,,,
Hendrick Ekpe,,OLB,,,,,,,,,,
Mitchell Agude,,LB,,,,,,,,,,
Garmon Randolph,CIN,LB,,,,,,,,,,
Dallas Gant,,LB,,,,,,,,,,
Marquel Lee,,LB,,,,,,,,,,
Markus Golden,,LB,,,,,,,,,,
Marcus Porter,,ILB,,,,,,,,,,
Tashawn Bower,,DE,,,,,,,,,,
Romeo Finley,,LB,,,,,,,,,,
Austin Gearing,,LB,,,,,,,,,,
Antonio Grier,,LB,,,,,,,,,,
Ray Wilborn,,LB,,,,,,,,,,
Darrell Taylor,,DE,,,,,,,,,,
Yetur Gross-Matos,,DE,,,,,,,,,,
Jailin Walker,,LB,,,,,,,,,,
Praise Martin-Oguike,,OLB,,,,,,,,,,
James Onwualu,,LB,,,,,,,,,,
Blake Gallagher,,LB,,,,,,,,,,
Theron Gaines,,LB,,,,,,,,,,
Justin March-Lillard,,LB,,,,,,,,,,
Azeem Victor,,OLB,,,,,,,,,,
Von Miller,DAL,LB,,,,,,,,,,
Daren Bates,,LB,,,,,,,,,,
Kiko Alonso,,LB,,,,,,,,,,
Stephen Dix,,LB,,,,,,,,,,
Emmanuel Ogbah,KC,DE,,,,,,,,,,
Nathaniel Watson,CLE,LB,,,,,,,,,,
Julian Okwara,,LB,,,,,,,,,,
James Hearns,,LB,,,,,,,,,,
Alexander Johnson,,LB,,,,,,,,,,
Asmar Bilal,,LB,,,,,,,,,,
Josiah Tauaefa,,ILB,,,,,,,,,,
Tristan Wheeler,,LB,,,,,,,,,,
Tuzar Skipper,,LB,,,,,,,,,,
Landis Durham,,OLB,,,,,,,,,,
Kemal Ishmael,,SS,,,,,,,,,,
Branden Jackson,,DE,,,,,,,,,,
Ben Banogu,,DE,,,,,,,,,,
Nigel Harris,,ILB,,,,,,,,,,
Julian Stanford,,LB,,,,,,,,,,
Duke Ejiofor,ATL,LB,,,,,,,,,,
Kamu Grugier-Hill,,LB,,,,,,,,,,
Danny Mason,,OLB,,,,,,,,,,
Rashaan Evans,,LB,,,,,,,,,,
Sterling Sheffield,,OLB,,,,,,,,,,
Frank Clark,,DE,,,,,,,,,,
Anthony Harrell,,ILB,,,,,,,,,,
Willie Gay,MIA,LB,,,,,,,,,,
Matt Jones,,LB,,,,,,,,,,
Don Cherry,,ILB,,,,,,,,,,
B.J. Goodson,,LB,,,,,,,,,,
Malik Jefferson,,LB,,,,,,,,,,
Jotham Russell,,LB,,,,,,,,,,
Ja'Whaun Bentley,,LB,,,,,,,,,,
Ty Shelby,,LB,,,,,,,,,,
Shaquil Barrett,,LB,,,,,,,,,,
Nathan East,,LB,,,,,,,,,,
Chase Wilson,,LB,,,,,,,,,,
Reid Williford,,LB,,,,,,,,,,
Brennan Scarlett,,LB,,,,,,,,,,
Charmeachealle Moore,,LB,,,,,,,,,,
Parris Bennett,,ILB,,,,,,,,,,
Justin Lawler,,LB,,,,,,,,,,
Corey Thompson,,OLB,,,,,,,,,,
Darrell Williams,,OLB,,,,,,,,,,
Vince Biegel,,LB,,,,,,,,,,
Tre Walker,,LB,,,,,,,,,,
Mariano Sori-Marin,,LB,,,,,,,,,,
Brandon Marshall,,LB,,,,,,,,,,
Toby Ndukwe,,LB,,,,,,,,,,
Nathan Stupar,,LB,,,,,,,,,,
Alec Mock,,LB,,,,,,,,,,
Jeremiah Jean-Baptiste,,LB,,,,,,,,,,
Jamal Carter,,DB,,,,,,,,,,
Raekwon McMillan,,LB,,,,,,,,,,
Olakunle Fatukasi,,LB,,,,,,,,,,
Chandler Jones,,LB,,,,,,,,,,
Ezekiel Vandenburgh,,LB,,,,,,,,,,
Joel Iyiegbuniwe,,LB,,,,,,,,,,
Maurice Alexander,,LB,,,,,,,,,,
Devin Richardson,,LB,,,,,,,,,,
Bobby Wagner,,LB,,,,,,,,,,
Preston Brown,,LB,,,,,,,,,,
Kelle Sanders,,LB,,,,,,,,,,
Ken Ekanem,,OLB,,,,,,,,,,
Isaiah Kaufusi,,LB,,,,,,,,,,
Josh Ross,,LB,,,,,,,,,,
Monty Rice,,LB,,,,,,,,,,
Billy Shaeffer,,LB,,,,,,,,,,
Pat O'Connor,,DE,,,,,,,,,,
Jason Johnson,,LB,,,,,,,,,,
Kuony Deng,,LB,,,,,,,,,,
Devante Downs,,LB,,,,,,,,,,
Cayson Collins,,OLB,,,,,,,,,,
Parker Hughes,JAX,LB,,,,,,,,,,
Andrzej Hughes-Murray,,LB,,,,,,,,,,
Cassh Maluia,,LB,,,,,,,,,,
Riley Cole,,LB,,,,,,,,,,
Cory Littleton,,LB,,,,,,,,,,
Josh Watson,,LB,,,,,,,,,,
Drew White,,LB,,,,,,,,,,
Jake Ryan,,LB,,,,,,,,,,
Chris Casher,,OLB,,,,,,,,,,
Noah Spence,,DE,,,,,,,,,,
Kwon Alexander,,LB,,,,,,,,,,
Tavarus Dantzler,,OLB,,,,,,,,,,
Nick Dzubnar,,LB,,,,,,,,,,
Taurean York,,LB,,,,,,,,,,
Max Tooley,,LB,,,,,,,,,,
Marquis Haynes,,DE,,,,,,,,,,
A.Hansford Hansford,,LB,,,,,,,,,,
Jarnor Jones,,ILB,,,,,,,,,,
Nate Gerry,,LB,,,,,,,,,,
Jake Carlock,,LB,,,,,,,,,,
Bryce Huff,,DE,,,,,,,,,,
Nick Anderson,,LB,,,,,,,,,,
Joe Jones,,LB,,,,,,,,,,
Micah Kiser,,LB,,,,,,,,,,
Cameron McGrone,LV,LB,,,,,,,,,,
TJ Brunson,,LB,,,,,,,,,,
